name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_version_analytics_trigger\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_version_analytics_trigger"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_version_analytics_trigger_bd9f2660f0b65c2f8ae47b3c6bf73c8f
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_updated_at_column\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_updated_at_column"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_updated_at_column_949fda5419bffd743acf81e04a36a8ba
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.calculate_next_version\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""calculate_next_version"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_calculate_next_version_39d966fbf83600fd8cafc73483d9ea02
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.track_version_analytics\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""track_version_analytics"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_track_version_analytics_206ec4ef96b46abf0345dda4231540a5
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.initialize_brand_versioning\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""initialize_brand_versioning"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_initialize_brand_versioning_0c48a59fd67d2b7307c9c25a504f27c3
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.create_version_snapshot\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""create_version_snapshot"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_create_version_snapshot_dba716b82bec3f1e50712c45d407ad88
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.trigger_set_timestamp\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""trigger_set_timestamp"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_trigger_set_timestamp_10ff09e0d1433006b865e7959e736c46
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.track_prompt_analytics\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""track_prompt_analytics"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_track_prompt_analytics_110cb3862c258527378270a4822bd198
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_prompt_metrics\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_prompt_metrics"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_prompt_metrics_a43af312b42ee5bc039909cc1bcf31bd
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_top_performing_prompts\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_top_performing_prompts"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_top_performing_prompts_76d69bf4dab9f68fa4b3806ae21c97ae
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_analytics_summary\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_analytics_summary"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_analytics_summary_c84bc9d483ea7b311bd4a17457247d37
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.track_prompt_feedback\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""track_prompt_feedback"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_track_prompt_feedback_a9594606ec87713990493eac82499f4b
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_prompt_insights\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_prompt_insights"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_prompt_insights_98dd4e758c9837ae4e3dcc5321db40ab
